だれかの(所有),"anyone’s, somebody’s, someone’s",某人的
欲の深い,"avaricious, miserly, stingy, greedy, mean, greedy;avariciously;to be greedy, penny-pinch;avarice",吝啬，贪婪
濃い,"compact, concentrated, dense, thick, condensed;densely, thickly;density",密集，茂密，稠
平らな,"even, flat, level, smooth;evenly;plane (geom.)",表面平整
誇りたかい,"proud, haughty;proudly;to be proud;pride",自豪，得意；骄傲，自负
堅固な,"fast, firm, stable, staunch, unshaken;firmly;company, firm, enterprise, business",坚实，牢固；坚决
必然の,"absolute, required;absolutely, definitely, without fail, certainly, surely;to be absolute, definite",必然的，绝对必要的，不可避免的
平たい,"flat;board, plate, sheet, slab;Plato",扁；平，平坦
複数の,"plural;multi-, poly;multi-, poly-",
"つんぼの,耳が聞こえない",deaf;deafly,聋
活発な,"adroit, agile, alert, brisk, keen, lively, nimble, vigilant, watchful;vigilantly;to flourish, thrive;vigil, watch",活跃，精神焕发，活泼
忠実な,"accurate, exact, faithful, loyal, staunch, trusty, trustworthy;faithfully;adherence, allegiance, faithfulness, fidelity",忠实，坚贞，逼真
静かな,"calm, quiet, placid;quietly, leisurely, softly, tamely;calm, quiet, silence, rest",平静，寂静；安详；温和
成熟した,"mature, ripe, full-grown, mature",成熟；成年
[宗]神聖な,"holy, sacred, saintly",圣的，神圣
経験を積んだ,"accomplished, adept, experienced, expert, conversant, skilled;to experience, go through, live to see;experience",有经验，熟练
不意の,"abrupt, sudden, instantaneous;all of a sudden, suddenly",突然的
役立つ,"fitting, suitable;duly, expediently;to be fit, be suitable",适用的，胜任的，合格的
正直な,"above-board, honest, incorrupt, upright;honestly, uprightly;honesty",正直，诚实
ふさわしい,"appropriate, becoming, seemly, suitable, proper, becoming;appropriately;to be appropriate, suit, be suitable",适当，适合
複数の,"plural;multi-, poly;multi-, poly-",
正確な,"accurate, precise, exact;exactly, sharp, precisely;precision, exactness, accuracy",精确，精密，确切
奇妙な,"odd, peculiar, strange, curious, eccentric, queer;oddly;to be strange, be odd",奇怪，奇异，奇特
繊細な,"delicate, fine, refined, gentle, sensitive, fragile, dainty, awkward;delicately",精美，高雅；纤细，脆性的
礼儀正しい,"polite, gentle, civil, courteous, well-mannered, polished, refined;gently, politely",彬彬有礼
安楽な,"at ease, comfortable, cozy, snug;comfortably;to comfort, solace;comfort, ease, sense of well-being",舒服，安逸
我慢強い,patient;patiently;to be patient;patience,坚韧，耐心
特別の,"advanced, particular, special;expressly, particularly, specially",特别，专门；专用
全般の,"general, generic, usual, rife, prevalent, widespread;generally, in general",关于全体的，全面的，总的，普遍，一般的
不変の,"constant, continual, permanent, sustained, steadfast;constantly, continuously;constant",恒定，不变，坚贞
びっこの,"feeble, hobbling, lame, weak;limpingly;to limp, be lame;llama",跛，瘸
唖の,"dumb, mute, speechless, silent",哑，不作声
裸の,"bare, naked, nude;barely, nakedly",裸体，裸露
青ざめた,"pale, sallow, wan;palely",苍白，灰白，暗淡；乏味
ずるい,"artful, crafty, sly, astute, clever, cunning, smart;by means of a ruse;to be crafty;craft, cunning, ruse, trick, stratagem, wile",狡猾，奸诈
むなしい,"abortive, futile, useless, vain, fruitless, ineffectual;fruitlessly, in vain, vainly",徒劳，枉然；虚幻
酸っぱい,"acerbic, acid, sour, tart, acidic;sourly, tartly;to be acid, be sour;acid",酸味的，酸性的
なめらかな,"sleek, slippery, smooth, slick;smoothly, sleekly",平滑；平坦；流畅
教養ある,"cultured, educated, learned, well-informed, talented, enlightened",有文化，有教养，有见识
生の,"crude, raw, rough, unbleached, uncooked, uncut, virgin, natural, primitive;in the rough",生的，天然，未加工的，粗鲁
温和な,"gentle, mild;mildly",柔和，温和，温柔
有り余るほどの,"abundant, affluent, ample, copious, plentiful, profuse, rich, bountiful;abundantly;to abound;abundance, plenty, bounty",大量，极其丰富
盲目の,"blind, sightless;blindly",瞎，盲
金髪の,"blond, fair, fair-haired",金黄色，淡黄色
魅力的な,"attractive, charming, lovely, pleasing, alluring;charmingly;to charm, entrance;charm, spell",娇艳，妩媚，迷人
永遠の,"endless, eternal, everlasting, perpetual, never-ending;forever, eternally;eternity",永恒，无穷
好意的な,"advantageous, auspicious, favorable;advantageously, auspiciously, favorably;to favor, patronize;favor",偏爱的；优惠的，有利
優美な,"graceful, gracious, slender, slim;gracefully, graciously;grace;Grace",优美，文雅；苗条
謙虚な,"humble, lowly, submissive;humbly;to demean",自卑，谦逊
大声の,"aloud, loud;aloud, loudly",大声，响亮
厳しい,"harsh, rigid, severe, strict, stringent, rigorous, stern;rigidly",严厉，严酷，严格
愚鈍な,"foolish, silly, stupid, dumb;stupidly;to be stupid;stupidity, stupidness",愚钝，呆笨
頑丈な,"able-bodied, durable, firm, robust, sturdy, strong, solid, stable, substantial, rugged, fortified, durable;solidly",坚实，牢固，强健
気の狂った,"crazy, insane, mad, nuts;madly;to act crazy, rave;craziness, insanity, lunacy, madness",疯狂，失去理性的；荒诞
珍奇な,"curious, interesting, quaint, rare, odd, strange",稀奇，离奇，令人惊奇
私的な,private,非官方的；不公开的，私人的，私有
誠実な,"above-board, frank, sincere, unfeigned;frankly, sincerely;sincerity",真诚，真挚，诚恳
明白な,"evident, obvious, manifest, unmistakable, clear;apparently, obviously, evidently",明显，显然的
便利な,"convenient, handy, opportune;advantageously, comfortably, conveniently, usefully, opportunely, handy;convenience, ease, handiness",便利，合适，适宜
思慮深い,"judicious, prudent, reasonable, sensible, wise, careful;intelligently, prudently, sensibly, wisely;common sense, good sense, prudence",明智，有识别力的，切合实际的
好奇心のある,,好奇
勤勉な,"assiduous, diligent, hardworking, industrious, earnest;diligently;to apply oneself;diligence",勤奋，努力
およその,,差不多的，大约的，近似的
白熱の,"ablaze, afire, aflame, aglow, ardent;ardently;to be ardent, burn, glow, glow with heat;glow, heat, passion, ardor",白热，灼热
渇望している,"avid, eager, greedy;eagerly, avidly;to be avid, covet, crave, lust, want greatly, desire, yearn (for);avidity, covetousness, eagerness, greediness, greed",渴望，热望
勇敢な,"brave, gallant, good, honest, stalwart, staunch, valiant, valorous, worthy;bravely;bravery, gallantry, valor",出类拔萃，能干，干练，英勇
酔った,"drunk, intoxicated, tipsy, inebriated;drunkenly;to be drunk;drunkenness, intoxication",酒醉；陶醉，发疯
切り立った,"abrupt, steep, sheer;steeply",险峻，陡峭
無邪気な,"artless, candid, naïve, simple, innocent, unaffected, unsophisticated, natural;naïvely",天真，幼稚，纯朴，直率
高潔な,"great, noble, honorable;n-fold;nobly",高尚，高贵，崇高
節制の,"abstemious, sober, staid, temperate",饮食有度；清醒，冷静
湿気のある,"damp, humid, moist;humidity",潮湿
同一の,identical;identity,完全一样，同样，没有差异
こっけいな,"comic, comical, funny, facetious, humorous, laughable, ludicrous, witty;comically",可笑，滑稽
不具の,"crippled, infirm, handicapped;to disable",残废，残缺
残酷な,"cruel, fierce;cruelly",残忍，残暴；惨痛，悲惨
適度の,"moderate, reasonable;modestly;moderation",适度，有节制；适中，中等
明敏な,"acute, astute, shrewd, ingenious, shrewd;ingeniously, shrewdly",有洞察力，机敏，精明
おだやかな,"calm, serene, untroubled;calmly, composedly, peacefully, placidly, serenely;calmness, serenity",宁静，晴朗；安详，从容
機知に富んだ,"bright, clever, lively, witty, racy;witty;to be bright, clever, witty, sprightly;brightness, cleverness, sprightliness, wit",机敏，有急智，灵巧
時間厳守の,"accurate, on time, prompt, punctual, exact, precise;exactly, sharp",准时，及时，守时
熱心な,"ardent, fervent, full of zeal, zealous;earnestly, fervently;to be zealous;fervor, zeal, mettle",热心，热情
傾向のある,"inclined, prone;to be inclined (to do something, toward something);disposal, inclination, tendency, inclination, predisposition, proneness, propensity, tendency, slope",倾向于…，有…倾向
嫉妬深い,jealous;jealously;to be jealous;jealousy,珍惜；猜忌，吃醋
気まぐれの,"capricious, fitful, whimsical;on a whim;to act up;caprice, whim, fad",任性，无常
現代の,"modern, leading edge, advanced;modernity",现代，近代
控え目な,"bashful, demure, modest, unassuming, moderate;modestly, unassumingly, unpretentiously;modesty",谦虚，虚心；朴实，简朴
誰の~でもない(所有),"no man’s, belonging to no one;no-one’s",没有人的
正常な,normal;ordinarily,正常，正态；师范
野生の,"savage, wild, untamed;wildly, savagely",野生，原始
ぎりぎりの,"extreme, utmost;extremely;extreme",极远，末端；极端，极度
上品な,"elegant, smart;elegantly, smartly",雅致，优雅，优美，漂亮
優れた,"distinguished, eminent, prominent;eminently, fine, very well",卓越，杰出；优质，优良
完全な,"absolute, complete;completely, entirely, through;outfit, set, suit, kit",全，齐全，完备
公式の,"officer, official;officially",正式，法定，官方
完全な,perfect;perfectly;perfect,完美，完善；地道的；完成体
ありそうな,probable;probably;probability (of an event),近似真实；很可能，或然
相互の,"mutual, reciprocal;mutually, reciprocally, in return, in exchange;to reciprocate",相互，彼此，交互
無関心な,"immaterial, indifferent;indifferently",引不起兴趣的；冷漠
聡明な,"intelligent, sagacious;intelligently;intelligence",理解力强，聪明
苦い,"bitter, acerbic, acrimonious;bitterly;acrimony, bitterness",苦味，枯涩；痛苦，辛酸，辛辣；刺人的，严厉
[医]免疫の,"exempt, immune",免疫的；免除某项法律责任的；抗…的，防…的
現実の,"actual, practical, real;genuinely, indeed, really, truly;reality",真实，真，真正；现实，实际
"それ,あれの(所有)","that one’s, of that one, the latter’s",那人的，那些人的
特異な,"unique;singularly, uniquely",唯一，无比，无可匹敌
虚栄の,"conceited, frivolous, vain, frivolous;vanity, futility",不值一顾的，无足轻重的，短暂
純潔な,"virgin, virginal;Virgo",童贞的，处女的，未经开垦的，未经污染的
活動的な,"active, in action;actively;active (voice), assets",有能力的，有作用的；积极的，活动的；有效，特效
市民の,"civil, civilian, non-military, secular",公民的，国民的，民用，文职，平民，世俗，民事
"各人の,皆の(所有)",everyone’s,每人的
弾力のある,"elastic, springy",有弹力的，有弹性的；柔软的
人間的な,"humane, humanitarian;humanely",人道，仁爱，仁慈
親密な,"close, intimate;intimately",内心，内在；亲密，亲切
老朽の,"decayed, decrepit, dilapidated, rickety, frail, fragile, inoperative;feebly",破旧，破败；衰老；不稳定，不可靠；失效，无效
なまめかしい,"coquettish;to coquette, flirt",卖弄风情
忠義な,"faithful, loyal;loyally, staunchly",忠诚，正直诚实
悪意の,"malevolent, malicious, mischievous, nasty, vicious, wanton, spiteful;maliciously;craft, craftiness, cunning, guile",恶毒，恶意；邪恶，居心叵测
不思議な,,
しわがれ声の,"harsh, hoarse, raucous, husky;hoarseness, frog in the throat",沙哑，嘶哑
硬直した,"inflexible, rigid, stiff;rigidly, stiffly",硬直的，挺的，僵硬的；执拗的，倔强的
安全な,"safe, secure;safely",安全；牢固，可靠
荘厳な,"ceremonious, solemn;ceremoniously, solemnly;to celebrate, observe with ceremony;ceremony, solemnity",庄严，肃穆；隆重，盛大，庄重
優しい,"affectionate, fond, loving, tender;affectionately, fondly, lovingly, tenderly",温柔，温情；亲切，体贴
[法]有効な,valid;validly;to be valid,有效，生效
突然の,"abrupt;abruptly;haste, abruptness",猛然的，出其不意的
非常識な,absurd;absurdly;absurdity,荒谬，不合逻辑
現存の,"contemporary, current, present(-day) topical, up-to-date, live;at present",当前，现在，现实，实际
任意の,"arbitrary, despotic;arbitrarily;arbiter, arbitrator",任性，专横
ずぶとい,"audacious, bold, daring, intrepid;boldly;to dare, have the audacity (to);audacity, boldness, daring",大胆，放肆，敢于冒险
精密な,"accurate, exact;exactly;accuracy",准确，精确
怒り狂った,"desperate, frantic, furious, raging;furiously, wildly, ferociously;to be furious, rage;fury",暴怒，行为狂暴；猛烈
妊娠した,"pregnant, with young",怀孕的，妊娠的；孕育着…的，充满…的
古典の,"classic, classical;classically",古典，经典
尊厳な,majestic;majestically;majesty,威严，庄严，庄重，雄伟
[病]神経質な,"agitated, nervous;nervously",烦躁，紧张不安；神经质，神经过敏
斜めの,"oblique, slanting;diagonal, forward slash, fraction bar, skew",斜，倾斜，歪斜
頑固な,"dogged, headstrong, obstinate, stubborn;obstinently;to be obstinate, be stubborn, persist;obstinacy, stubbornness",固执，执拗；顽强，顽固
成年の,,
社会的な,"communal, social;socially",社会的
微細な,"subtle;lightly, subtly",细腻；精细，微妙；缜密，细致，敏锐
悲惨な,tragic,悲剧性的，悲惨
絶対の,"absolute, stark, unconditional;absolutely;an absolute",独裁，专制；绝对，完全
[商]現金の,"cash, in cash;in cash, paid immediately;cash (money)",付现款的；现金的
人気のある,popular;popularly,普及的，通俗；大众的；流行；风行
相対的な,"relative;fairly, rather, relatively",相对；比较而言
献身的な,,献身的，忘我
連帯の,"interdependent, jointly responsible, standing together;solidarity",连带责任的，共同负责的
菜食の,vegetarian;vegetarian,素食主义，素的
心安い,"familiar, informal, intimate, friendly;colloquially, familiarly",亲昵，不拘礼仪，随便
雄大な,"grand, grandiose, magnificent, superb, sublime, splendid;magnificently;grandeur, grandiosity, magnificence",宏伟，壮观，堂皇
集合的な,"collective, joint;collectively;collective",集体的，公共的，集团的
用心のための,,小心，谨慎，慎重
適任の,"able, accomplished, competent, proficient, adept, capable, efficient, qualified;capably, efficiently;to be capable, be competent;ability, competence, qualification",能干的，有能力的，有专长的，能胜任的
普遍的な,"general, universal, worldwide;universally",通用，普遍，万能；全球，全世界
[商]借のない,"debt-free, even, paid up, paid-up, free and clear",
[医]近視の,"myopic, near-sighted, short-sighted",
ひなげし色の,"flaming red, poppy red, poppy-colored, crimson red;crimson red",
酸敗した,rancid,
貞節な,"chaste, pure;chastely, purely;chastity, purity",
特別の,"additional, extra, spare",
どっしり重い,"large, massive, heavy",
古代の,"ancient, antique, antiquated, rare, old",
横柄な,"arrogant, haughty",
適合した,"compliant, conforming, (well-)fitting;in conformity;to be in line with, conform, fit (in)",
野卑な,"commonplace, course, vulgar, paltry, trifling, trivial",
雄弁な,"eloquent, fluent, rhetorical;eloquently;to be fluent;eloquence",
[法]刑事上の,criminal;criminally,
[文]述部,predicate,
鋭角の,"acute, penetrating;sharply, acutely;acute accent",
二重の,dual;dual,
(毛の)逆立った,"bristling, bristly, standing on end, untidy;to bristle (hair, etc.)",
(頭の)はげた,"bald(-headed), hairless",
ありふれた,"banal, commonplace, dismal, trite",
冷笑的な,cynical;cynically,
[建]ゴシック式の,Gothic;gothic style,
惰性的な,inert;inertly;inertia,
鈍い,"dull, obtuse;obtusely",
神秘術の,occult,
受身の,"passive;passively;debts, liabilities, passive voice",
厳格な,"rigorous, stringent;rigorously, severely, strictly, stringently;rigor",
[哲]ストア学派の,"impassive, imperturbable, stoic, stoical;stoically",
類似の,"analog, analogous;by analogy with, on the analogy of;analog",
匿名の,"anonymous, nameless;anonymously;anonymous author, anonymous letter",
古風な,"archaic, obsolete;archaically",
半透明の,"diaphanous, pellucid, semi-transparent, translucent, transparent, overhead (sheet)",
はかない,ephemeral;mayfly,
性愛の,erotic;erotically;to act erotically,
fikcia,fictitious;fictitiously,
外形的な,"formal, dummy;formally",
軽はずみな,frivolous;frivolity,
強烈な,"acute, intense, intensive;intensely",
逆の,"inverse, inverted, reverse, reversed;vice-versa;to invert;inverse",
簡潔な,"concise, brief and comprehensive, pithy, terse, succinct;briefly",
[理]凹の,concave,
神秘主義的な,"mystic, mystical;mysticism, mystique",
中性の,"neuter, neutral",
通俗の,"coarse, common, vulgar, underbred, rude, everyday, proletarian;commonly",
副の,"accessory, secondary",
偽作の,apocryphal;apocryphally;apocrypha,
古風な,archaic;archaically,
道化た,burlesque;burlesque,
[数]十進法の,"decimal;decimal, digit after the radix point",
口の固い,"discrete, countable, denumerable;discretely;discretion",
狂信的な,fanatical;fanatically,
グロテスクな,"grotesque, ludicrous;grotesquely;the grotesque (style)",
具体的な,"concrete, not abstract, perceptible, real, positive;concretely",
連続的な,"lasting, continuous;continuously;to be continuous, continue, last",
[政]自由主義の,liberal,
単調な,"monotone, monotonic, monotonous",
消極的の,"negative;negatively;negative, inverse video, reverse video",
名目上の,nominal,
積極的な,positive;positively;positive,
[政]急進的な,"radical;radically, thoroughly;radical",
懐疑的な,skeptical;skeptically;skepticism,
[商]支払能力のある,solvent,
抽象的な,abstract;abstractly;to abstract;abstract,
自治の,"autonomic, autonomous, stand-alone;autonomously",
起こり得る,"contingent, eventual;if the occasion arises;contingency, eventuality",
含んだ,"inclusive;including, inclusively;to include;inclusion",
中立の,"impartial, neutral",
客観的な,objective;objectively;objective,
正統の,orthodox,
原始的な,"primeval, primitive",
臨時の,"provisional, temporary, tentative;for the time being, temporarily",
[数]有理の,rational;rational number,
ロマンチックな,romantic;romanticism,
一覧用の,synoptic,
自発的な,spontaneous;spontaneously,
真正の,"authentic, genuine;authentically, genuinely;authenticity",
最終決定の,"definite, definitive;definitely, positively",
排他的な,exclusive;exclusively;to exclude;exclusion,
相関的な,"correlated, correlative;correlative",
それぞれの,"respective;as the case may be, respectively",
主観的な,subjective;subjectively,
[文]他動の,transitive,
[哲]思弁的な,speculative;to speculate;speculation,
厚かましい,"impertinent, impudent, insolent;impudently;impertinence, rudeness",
[政]保守派の,conservative,
感傷的な,"romantic, sentimental;sentimentality",
十,tenth;tenthly;(count of) ten;ten,十
千,"thousandth;thousand;thousand, one thousand",千
七,seventh;seventhly;seven,七
六,sixth;sixthly;six,六
三,third;thirdly;trio,
一,"first, foremost, premier, primary;first, firstly, first of all;one;unit, element, unity",一
百,"hundred, one hundred;quantity of a hundred",百
四,fourth;fourthly;four;foursome,四
五,fifth;fifthly;five,五
九,ninth;ninthly;nine,九
または,"either, or;conjunction, or",或者，还是
~もまた~ない,"neither, nor",也不
しかし,but;stonecrop,但是
(~だ)けれども,"albeit, though, although, while",虽然，尽管
[数]プラス,"plus;asset, plus sign, surplus;plus",加，正
マイナス,minus;minus;minus (sign),减；负
(の)ところで,,
(~と)共に,"joint, combined, together;co-, fellow;jointly, together;to conjoin, put together;with",和…一起
(~に)よって,"indirect;by means of, through, with;indirectly (through an intermediary);to act as agent, act as go-between, mediate",以，用
(~に)ついて,,
(~の)ために(原因),,
(~)なしで,"if not, if you don’t, if it isn’t;-less, un-;without, less",没有，无
(~の)下に,"lower, bottom, under, subordinate;below, beneath, under, underneath;child;below, underneath, under, below;bottom",在…下
(~の)上に,"calf;on, upon, onto",在…上面（并与之接触）
(~を)通って,,
(の)そばに,"adjacent, adjoining, contiguous, next to, neighboring;at, beside, by, near (to), nearby, next to;nearby;to be near to, close to;(near, close) presence",在…近旁
(の)ほかに,"accidental, additional, spare, complimentary, minor;apart from, besides, except, except for;besides, in addition, moreover, furthermore;to chrome(-plate);chromium",除了
(に)沿って,"according as, according to, as, by, along, in accordance with;similar, like; transverse, cross-;accordingly, in the same way, similarly",沿着；按照
(~の)後で,"after, behind, in;hind, hindmost, posterior, ulterior;afterwards, next, subsequently, then;aft, back",在…后
(の)間に,"intermediate;among, between",在…之间
(~の)上方に,"above, over, superior;superior, supreme, top;to exceed, excel, prevail, surpass, outdo, top, be superior to;excellence;parent",在…上方（不接触下方物体）；高（超）过；专注于
(~の)向こうに,"across, beyond, on the other side of;on the other side (of);across, opposite, on the other side of;to cross",在…的那面
(~の)前に,"advance, advanced, antecedent, anterior, earlier, former, forward, past, preceding, previous, prior;above, above, before, in front of, to, ago;advance, fore-;ahead, formerly, previously, before, beforehand, forward, in advance, in front;to precede;fore",在…前面，在…以前
(の)外で,"external, outer, outside;aside from, apart from, out, outside (of), beyond;abroad, out, outside;exterior",在…之外
(~の)そばを通って,"beyond, by, past, straight past;beyond",从…旁经过
(に)向かって,"adverse, alien, contrary, opposite, untoward, hostile, perverse;across from, against, in exchange for, opposed to, opposite, upon, in return for;on the contrary, otherwise, opposite facing, vice versa;to oppose, be against;opposite value, aversion",对着，向着
(~)にもかかわらず,"despite, in spite of, notwithstanding;nevertheless",不管，不顾，无视
それ,its,
(三人称複数)それら,"their, theirs;theirs",
"何(もの,こと;一括)",,
人々,one’s,
彼女,"her, hers;hers",
"それ,あれ(もの,こと;一括)",,
"すべて(もの,こと;一括)",,
"何も~ない(もの,こと;一括)",,
"これ(もの,こと;一括)",,
[接頭辞]分散,"disjoint;(denotes dispersal or separation);spread about, here and there;to be separate",分散
[接頭辞]正反対,"contrary, opposite, converse;(on the) contrary, conversely, vice versa;to curse;opposite;(prefix used to form word of opposite meaning)",反
